Etr,Erot1_in,Erot2_in,Etr_out,Erot1_out,Erot2_out
1.751498320049226e-21,2.1105846738662863e-21,1.4428389598998263e-23,2.619006637779405e-21,1.2190907468851315e-21,3.9050318458755173e-23
6.113088829585968e-21,4.1238104143215225e-23,1.2452249174268303e-20,9.109878488720844e-21,3.337194098203714e-21,6.158407068570991e-21
7.041409880777469e-22,2.870282661067165e-23,1.8695954800918095e-21,1.0003248601673383e-21,5.227620210425459e-22,1.0798837285116893e-21
7.370293709046645e-22,1.9845356122412284e-21,7.816969521804985e-22,1.571282729765403e-21,1.1588559389425057e-21,7.723617522446847e-22
4.033933414753933e-21,6.281035408252446e-22,2.626004425552307e-22,2.406027584467755e-21,1.6425436057893834e-21,8.761237987877228e-22
5.880248290518651e-21,4.634430702871536e-21,1.4722101253156347e-23,4.6759655922987714e-21,3.410094236518302e-21,2.443428005204095e-21
5.142322325478262e-22,5.2542072753804085e-21,1.2936817485160365e-21,1.3120995331429686e-21,2.799680636229115e-21,2.9494193010295506e-21
6.0038293367096395e-21,1.1493363400456715e-21,1.0798635755526053e-20,1.3257354109943556e-20,8.827338397380422e-22,3.811418016340785e-21
6.116833641512298e-22,4.089162042808798e-21,4.873750583078884e-22,3.681970678955329e-21,3.051259695370457e-22,1.2018694538640855e-21
3.536258361720038e-21,2.0827254731182378e-22,8.88701315364804e-22,1.5080878994995231e-21,1.8498955723205172e-21,1.276241052056e-21
8.97276139581891e-21,9.30363811661003e-21,4.847474572464123e-21,1.329787308526787e-20,2.2310903902661125e-21,7.596547524299489e-21
3.2169213812315624e-21,1.7650271974928565e-21,9.981466131130971e-23,4.010204340175513e-21,5.776026471779569e-22,4.93699387298625e-22
3.9806600029794255e-21,1.3052182045329513e-21,5.201903148082847e-22,2.2929557290666122e-21,9.133762128291278e-22,2.6001045505396297e-21
4.18668202166411e-21,1.649251120189882e-21,5.15755921603902e-21,2.8238924866564543e-21,5.958976637951562e-21,2.2109636211452867e-21
8.779995564323207e-21,5.144278280991958e-22,1.3424606597689216e-21,6.309790796412282e-21,3.9639759867670845e-21,3.620653475511171e-22
6.034694076104718e-21,5.5678623872140185e-21,6.329364937731448e-22,1.0163143280305328e-20,1.5530793639255172e-21,5.193182927638598e-22
2.3707236624037868e-21,3.6074989536998164e-21,6.326204871539949e-21,9.699846052146769e-21,7.459039186532099e-22,1.8581262950082944e-21
3.787932672417538e-21,2.882655221259201e-21,6.914414341790153e-21,2.4144105468406297e-21,1.2915351444296374e-21,9.87803763532555e-21
4.7479253962651614e-21,2.3378297578978694e-21,6.501742384284792e-22,6.353417669513186e-21,7.614500477029909e-22,6.2034695417046e-22
7.791935089620134e-21,1.0165799891385992e-21,1.6773903427261302e-20,8.290136272952553e-21,5.7763263112315414e-21,1.1516861923008283e-20
4.299820143780332e-21,7.266254262189557e-21,2.6420583967708327e-21,7.39501121897604e-21,4.296963249183959e-21,2.5155129199739556e-21
4.4522258319624966e-21,5.231417990376681e-21,2.821054173964942e-21,8.805590805236916e-21,7.719626305439104e-23,3.621401863215105e-21
5.536525565872796e-21,7.08250280532328e-21,1.0082452117840806e-21,8.408770101522908e-21,2.6739439235635257e-21,2.5427398618572724e-21
6.578916508197376e-21,1.6496553251167143e-20,7.287894866991198e-21,1.418898458600341e-20,7.072993756154984e-21,9.101434800843767e-21
7.466916495509907e-21,1.1492164103801503e-20,1.052785408665535e-20,8.565800634842757e-21,1.9878111185405696e-20,1.0428594884597885e-21
2.6895692206682356e-21,4.432399520926062e-21,2.7827878436512087e-21,6.0933624987118196e-21,3.8325649850919764e-22,3.428121753412917e-21
5.985217162758684e-21,7.653026729421237e-22,1.638501947523292e-21,4.405184045245588e-21,3.0202753061176224e-21,9.63368368870768e-22
4.189358406324723e-21,5.417071249962518e-21,2.0553935652352653e-22,9.118323658705107e-21,6.047748090990762e-22,9.041393856311707e-23
1.3782071740632605e-20,1.1419805302451112e-20,1.998318344329469e-21,1.6514435990076114e-20,5.6651773660592526e-21,5.020763318391671e-21
8.46861234228845e-21,5.428243891009422e-22,9.194676983707404e-21,9.864367893704652e-21,6.0567272998461476e-21,2.2858107080134036e-21
6.902790830785874e-21,3.674835006229165e-22,5.5441100235179425e-22,4.260421932695711e-21,3.0225695898590886e-21,5.408868097052335e-22
1.3175179866995207e-20,8.074970804347329e-21,2.541481685403145e-21,6.004277318750045e-21,1.4611642762939878e-21,1.6327330896321896e-20
1.043838475357302e-20,7.522692057782412e-21,5.850702083154768e-22,1.3361201893607068e-20,3.797603136890963e-21,1.3881097104782091e-21
1.9648412527922465e-21,4.192131536298257e-21,9.560964256364827e-21,9.188583644798102e-21,3.744093719414615e-21,2.7861320909209565e-21
3.541226869439525e-21,2.693376436997853e-21,2.2975544374059618e-21,4.6505460305099206e-21,3.596993051002957e-21,2.846529847131946e-22
2.8126792068190434e-21,1.3011820662457898e-21,5.550588085445933e-23,3.2789495663310442e-21,4.1921539954534393e-22,4.7044731922385195e-22
4.1025294860198265e-21,7.557787440006634e-22,2.8579089403259344e-21,6.178416436080763e-21,9.305001386071211e-22,6.09091902074223e-22
3.5167013059562106e-21,1.2091785210277871e-21,2.8496454198020345e-21,6.716241615161166e-21,7.031863813960105e-22,1.5668625113075142e-22
4.8313697324375614e-21,3.1126554393546533e-22,2.266601083403979e-22,3.71925119381609e-21,1.6355286928160867e-21,1.5213984307549057e-23
3.834475258549788e-21,3.70874827023147e-21,4.793006402055255e-21,7.397883503681843e-21,2.9260483623343618e-21,2.0120971930838983e-21
9.612934400085683e-22,1.388308392352207e-21,1.564801943364172e-21,1.6748770772261057e-21,9.953049542259371e-24,2.230945510189882e-21
4.402455700989571e-21,1.4340812249474579e-21,1.8066000653241086e-21,3.584482048830199e-21,3.337924389779257e-21,7.196349518886185e-22
1.0050429535549378e-20,1.512018043094055e-20,1.5294106954460866e-20,1.4573116808116767e-20,1.6318196321874216e-21,2.4259385588639002e-20
1.341925130335752e-20,9.336639691976116e-22,5.654692254671036e-22,1.0030455046319846e-20,5.502133094895676e-22,4.338127499173924e-21
1.4044828501319342e-20,1.1129775430547167e-20,1.73714092671598e-20,1.7702819574926467e-20,1.7014186171765477e-20,7.829618768000174e-21
1.3746838896289393e-21,5.0550863459238334e-21,2.313161309609557e-22,1.9665051737118577e-21,3.564884642668569e-21,1.1289096166834241e-21
6.07104637404076e-21,1.6649008269551563e-21,7.846663543523028e-21,7.780838071680096e-21,5.0196531525679344e-21,2.782174610830974e-21
4.1855500733529535e-21,9.385363795229828e-21,9.523675025099339e-22,5.048432642984317e-21,6.3387230480666416e-21,3.13648975973036e-21
3.043373498709995e-22,5.177938020245359e-21,2.5637441456371937e-21,1.162297898182762e-21,6.1436625042916146e-21,7.400599509206444e-22
2.1298361684485687e-21,1.040101248580767e-22,2.7103585037396877e-21,3.218846408618628e-21,5.635428835056447e-22,1.1626019190931337e-21
3.2672156469105494e-21,2.5311505543571325e-22,2.5048002034707526e-21,5.279896839955894e-21,7.301547243244741e-22,1.2610150572269554e-23
1.2079850786530085e-20,5.314911160951687e-22,1.667268901171752e-21,6.909121951778639e-21,4.776679271174099e-21,2.5926295640421036e-21
5.990873090498686e-21,6.905469526396188e-22,2.898740836501184e-22,3.8994959583618495e-21,2.4620732133490806e-21,6.089433687787283e-22
1.6199693434318635e-21,9.830349701388216e-21,4.714273126985374e-21,4.461785503719447e-21,5.578309291294996e-21,6.124843642204677e-21
2.3346814561384757e-21,1.763909460612077e-22,2.678017976360502e-21,2.4129701283960977e-21,1.4793600948978181e-21,1.2958751097983334e-21
3.822457696269272e-21,4.649512848465053e-21,4.360491669393363e-22,4.9845729425112556e-21,1.629559071465271e-21,2.2941898816280693e-21
1.692553509039448e-20,7.71698548975287e-21,1.9703131122764244e-21,2.1267032825463018e-20,1.6111023561999476e-21,3.733982541616255e-21
2.4075159359718865e-21,4.158490405414912e-22,3.955108631448976e-23,1.5289599148227926e-21,1.2415683717268427e-21,9.308589356133544e-23
2.6126814156745825e-21,5.8129370969380835e-21,1.9939059954922564e-21,2.0398843341903026e-21,4.01227619365838e-21,4.3667644959284455e-21
3.4027147454362584e-21,3.2389921311354447e-22,6.506257804946883e-22,1.3832794738559219e-21,4.9591993734135905e-22,2.4972833747495716e-21
1.2282814414217913e-21,2.792327918534082e-21,1.364954379527861e-21,8.970115758082325e-22,4.317669051627255e-21,1.6869076817152978e-22
7.505745891647692e-22,3.333204023488379e-21,2.1697257234699825e-21,2.8362318572111447e-21,6.714585204541925e-22,2.746736795326256e-21
3.054065357954947e-21,1.3588216437588804e-21,4.683629883035445e-23,3.1882113460291497e-21,2.625996379890216e-22,1.0070654983030534e-21
2.1371043725218734e-20,2.265646261046131e-21,1.7701815071435498e-20,2.5397560776454083e-20,7.239237473581498e-21,8.701178787791848e-21
1.5766579060267194e-20,9.487876627449247e-21,7.487548751654193e-21,1.3650257540671972e-20,1.6985997001071646e-21,1.7393253977042293e-20
3.1047158572820265e-21,8.887424104559124e-22,8.826757136159468e-21,4.5159278035811536e-21,3.650407327591381e-21,4.652827764883771e-21
1.251671016393122e-21,3.224649131849371e-21,3.7198485593474485e-22,2.7333287393876555e-21,7.494838982341351e-22,1.3646360481656104e-21
4.183064695798774e-21,1.3846373505799633e-21,1.9765860202923666e-21,2.9305461241792683e-21,1.6139952641897422e-22,4.4536385818608044e-21
1.3354797306772506e-21,1.0290499640058739e-20,3.0369350143740653e-21,1.692906792726486e-21,7.203682953910476e-21,5.766449288271581e-21
1.903950581871217e-21,1.1705168026802861e-20,6.369900357435657e-21,8.673658818253097e-21,9.373534673675289e-21,1.9309223069755982e-21
7.338789017878306e-21,5.3871522172687935e-21,1.0088771923432445e-21,1.0237517041175666e-20,1.91285908458711e-21,1.5845651954029296e-21
7.945514980974975e-21,1.7281628021339147e-20,4.568390072300701e-21,1.630867642018654e-20,1.1140805712633143e-20,2.345500712495583e-21
1.6992029920475615e-21,1.2820112197952309e-22,8.416880967695177e-22,1.5179285695822364e-21,6.979184494281151e-22,4.543189734512181e-22
5.860841091753871e-21,3.2338912188025862e-21,4.347702833366212e-22,7.890824328151071e-21,8.149915843818062e-22,8.2193026438809695e-22
3.0922281598429738e-21,7.625267097956971e-22,1.3625275012359135e-22,8.872589550793685e-22,2.9579187021539165e-21,1.4579228288586266e-22
2.592380961617141e-21,1.901242593443679e-21,2.3948196780566956e-23,1.4608048012179189e-21,1.638444452193803e-21,1.417963526116089e-21
1.1222635362483864e-21,4.212073371544244e-21,4.998830503253427e-22,1.5673022054704237e-21,2.951381761615002e-22,3.971105017834449e-21
2.6852674522519156e-21,3.319926023319624e-21,1.226997739759555e-21,3.179164727816493e-21,1.1322030392356197e-21,2.919706868067226e-21
3.590230822242465e-21,1.3558756580835552e-20,6.876126236642746e-21,1.9677845211900165e-20,3.082559141215761e-21,1.265259366121717e-21
9.292353716110626e-21,1.1605527654101097e-21,1.3511635282707755e-22,5.9100996268517155e-21,2.2841821442712314e-21,2.3930029174159803e-21
1.9031568378232867e-21,6.935271146376087e-23,2.9669149950885723e-21,4.689563352896651e-21,1.0783892267515623e-22,1.4240324902707078e-22
2.640991278387054e-21,3.1037148782531145e-21,5.139227145520683e-21,3.155600615307271e-21,1.8212209834259171e-22,7.546496233013632e-21
2.966349038254442e-21,6.779954130863473e-22,1.2801259094942863e-21,1.8010763690310255e-21,3.2889762531464234e-22,2.794303611096095e-21
2.508144062005085e-21,1.9708617642069676e-21,3.467577393479971e-21,5.099268281189997e-21,1.0571866368261368e-21,1.7903788500729416e-21
4.536130632837615e-21,5.1695322523515916e-21,1.4089997823342717e-21,1.0763354548392379e-20,4.752095994635746e-23,3.047904690305217e-22
4.300363718681982e-22,4.668104286243124e-23,7.552913178240006e-21,1.4600265717467361e-21,1.2496051580364951e-21,5.318078990350739e-21
3.590953829480852e-21,3.922277013405417e-21,2.3474787423548608e-21,2.668150114149347e-21,1.6267118718543763e-21,5.564087641708919e-21
1.515412718590174e-21,8.159046141423284e-22,5.723109046314811e-22,1.2941265085096798e-21,1.3973761189770631e-21,2.120783283393697e-22
6.626291527020203e-21,6.0202262148291e-22,2.87759776850978e-22,5.0418146935154534e-21,6.355293485219043e-22,1.839236272381387e-21
2.7819793541609886e-21,1.1128806393630613e-21,1.0814525247622456e-22,3.0706016403998018e-21,9.514369408806961e-23,8.362049559344232e-22
5.045749979009149e-21,3.513225728635441e-21,2.4204253383863403e-22,1.931991225784056e-21,1.81165398474268e-21,5.057265923956446e-21
3.609648818730871e-21,2.5576813908127215e-21,3.803418475711146e-21,3.572441107193517e-21,4.855756893309039e-21,1.5423629941252989e-21
2.7676467558317756e-21,1.5054298475555414e-21,7.3275924584645175e-22,4.8500654839805715e-21,4.488015069603727e-23,1.1188021582643404e-22
9.650269358989199e-21,2.081988612248993e-24,2.2260397481716454e-21,8.899563567546593e-21,2.9442858956497036e-21,3.43446426395793e-23
2.4527056977603574e-21,5.573496928628743e-21,6.802338939197669e-21,5.991149160826285e-21,5.401075371285518e-21,3.434454655864744e-21
1.1098678849828109e-21,1.8120326291399673e-21,9.752470568482447e-22,2.5645031497610064e-21,2.4839442329091615e-22,1.0835390514115496e-21
2.455775006679775e-21,3.0557853255098935e-21,6.8641937793426e-22,5.713636209774255e-21,1.9675115323495744e-22,2.8575934281164465e-22
3.9841618069558625e-21,1.5464899074005107e-22,1.351627670733199e-22,3.1882849013582148e-21,6.462477328445216e-24,1.0798013184072158e-21
4.8902432033997106e-21,3.1244780322942706e-21,3.728205151678601e-21,5.443467767653196e-21,1.7015230098413944e-22,6.129547053894408e-21
9.43997147883762e-21,7.822018722383362e-22,1.1787050124936975e-20,1.4994166459807706e-20,1.9263358123336775e-21,5.08942361861552e-21
1.1067601935353508e-21,1.3206089352562745e-21,3.956367179706554e-21,5.66700821178568e-21,6.263109903031463e-22,9.000486209991009e-23
4.519383942536897e-21,1.3941852324697182e-21,1.8402646266448075e-21,3.479103562292238e-21,4.207042056996095e-21,6.906903209803409e-23
1.7740923162446577e-21,1.2175069472764827e-20,5.181749615630653e-21,3.961243536883369e-21,5.3006055294288205e-21,9.869879429240543e-21
2.867358058565887e-21,1.3078507334595845e-21,7.735868439821796e-22,4.6069859396097e-21,1.905005545167266e-22,1.5004962942423358e-22
1.0752711942330547e-21,5.833253847560258e-22,3.864221178749516e-21,1.1358856986764592e-21,2.984440192418574e-21,1.4018890686031716e-21
4.041664400430904e-21,4.210616607813795e-21,4.2394299517489e-22,5.434969385566365e-21,9.297344915478583e-22,2.311693548770296e-21
4.3714966100632585e-21,1.0052890382213786e-21,4.851792354163239e-21,7.392720571732486e-21,2.390620967924357e-21,4.456692702210924e-22
8.776657240729535e-21,7.410550889231018e-22,6.345463600421858e-22,6.3722745619269014e-21,8.547794696644623e-22,2.9266025925154027e-21
1.9879619311474315e-22,7.751643712046158e-22,8.370398293990169e-22,4.472600002739009e-22,1.1042415060094524e-21,2.6054866085746663e-22
1.3434701724526887e-21,1.8011865806187475e-21,1.9230987224638797e-21,1.6756836680622932e-21,3.378012058574417e-21,1.5003902901601303e-23
4.1698071610386344e-21,2.3408449962577147e-21,1.6724180425481424e-21,4.383571438406469e-21,8.555463481205175e-24,3.7904460792596215e-21
1.2170294907708192e-20,2.1413239900259356e-21,9.737551500005395e-21,1.1150323133276691e-20,7.379328902934108e-21,5.520976096668721e-21
2.246334381160909e-21,2.6035964647404405e-22,4.612832820041948e-21,3.15699259943605e-21,8.199320477563739e-22,3.1418059223387254e-21
5.968380894352247e-21,7.271141665815448e-21,2.7144683750097957e-22,8.890733177164359e-21,2.9819179252772537e-21,1.6387439822580188e-21
8.36309099373456e-21,4.283971662028467e-21,3.374739034535558e-21,6.855767563291322e-21,8.584174614637429e-21,5.817260376411784e-22
2.164961757611189e-21,8.96953739337421e-21,3.486038606507692e-22,2.6866822753561513e-21,5.207976311885842e-21,3.588163695263026e-21
8.317491024066261e-21,3.929690640446225e-21,4.033920182331248e-21,1.4404790538848694e-20,1.5331455674888772e-21,3.431710085513759e-22
3.128386932925407e-21,1.2135504494141853e-21,4.221720472347926e-21,3.2020678887093922e-21,4.386245590782031e-21,9.75960809215246e-22
2.282156584145783e-21,2.2849669649597853e-21,5.511690368041171e-22,1.5885589158025248e-21,1.0718198947574792e-21,2.458622649638374e-21
6.893937380622877e-21,2.8280096676626253e-21,6.6639005605585e-24,7.090037130802492e-21,4.866267431973376e-22,2.151053230819195e-21
2.7098504375960878e-21,6.964530547882898e-21,1.1797147093276e-21,2.3720907801604768e-21,5.0440650344064295e-21,3.4376368676663e-21
5.238889734716582e-21,1.2759484085980645e-20,4.292124117566934e-21,1.3526861505945381e-20,4.274352791085112e-21,4.489246833998564e-21
1.2458226327172411e-20,5.2264480215797366e-21,1.0443055468046911e-20,9.989411480203036e-21,1.1067908219826302e-20,7.069631755599774e-21
2.348534096632657e-20,8.626864118793949e-22,2.275500972834622e-21,1.2703498405660519e-20,1.0198785436274569e-20,3.720407772080094e-21
6.686275146771553e-21,3.8852041720185894e-22,1.3153413880959022e-21,3.841409992438625e-21,3.396350050824986e-21,1.1531013474620533e-21
3.7564862598764265e-21,3.728082324274946e-21,7.071592082145408e-22,2.098282896845231e-21,5.454139102154775e-21,6.380171864333091e-22
4.698749346075003e-21,1.1818203932595094e-20,1.2580045561827157e-21,1.3368078595966021e-20,2.2228628725287163e-21,2.183835437539989e-21
2.9698846147399795e-21,1.1645817040431797e-21,6.726281264349953e-22,2.1302236348702915e-21,1.0759421557674023e-22,2.5689791957882586e-21
5.777805808350558e-22,1.965989623588181e-22,4.079010783793309e-21,1.3755376357792767e-21,1.3502245143318664e-21,2.126997431232219e-21
5.80551687615183e-21,4.400989881421781e-21,1.0714641881659257e-20,1.357030058284076e-20,6.644519906782613e-21,7.064795241845935e-22
7.773011010834317e-21,1.467409158375015e-22,4.6641493918117765e-21,1.1307996421582964e-20,4.2106260819552e-22,8.552720392715682e-22
3.3836778245221555e-21,3.634715960994334e-22,2.7505382684041028e-21,5.417237261720361e-21,5.155068441039582e-22,5.665379322978527e-22
9.043616342763104e-21,2.5597491335070003e-21,1.9740978295597846e-21,5.8883912893674235e-21,1.0264015459898365e-21,6.662025544482275e-21
1.547498241088621e-20,9.480757469942266e-22,1.6032884043201497e-21,9.933846197326558e-21,7.946364429534917e-21,1.4620385339109789e-22
2.9214801038902374e-21,2.4092380836045526e-21,9.588259825827408e-21,3.3656704024347282e-21,8.05392289724386e-21,3.499335536754845e-21
5.405919221382474e-21,2.0453443299211376e-21,3.607893973102076e-22,2.2713759777189695e-21,4.7993518490025765e-21,7.4228779824386675e-22
1.460921492855099e-21,3.176447937587141e-22,8.021475786046438e-23,1.0513285422207496e-21,4.7354882144127056e-23,7.598413290294664e-22
7.602086435027503e-21,4.303821380035967e-21,7.615304252056156e-21,1.0682097478413256e-20,6.625906873151159e-21,2.2132690628752857e-21
1.4295347771450455e-20,1.8742010009383468e-20,8.470727314057948e-21,1.9544781367924195e-20,1.001793586563384e-20,1.1945212575525833e-20
4.668182422371264e-21,2.8772454635300324e-22,4.487537888456651e-22,3.651798982471165e-21,1.4055848441990096e-21,3.4648353171416833e-22
1.1118350156042666e-20,3.278789727947801e-21,8.619628640655176e-21,1.5195806235674254e-20,4.586698369205351e-21,3.2356467365655235e-21
8.026687930480601e-21,7.076154979865274e-21,5.47267394644655e-21,1.198022552254145e-20,1.247861502649704e-21,7.347137168213453e-21
1.9562015491058905e-21,4.953360311284501e-21,3.135024837876747e-22,2.5841757768444806e-21,3.3882882007759134e-21,1.2497493033331522e-21
2.000201954323532e-21,4.038037141659805e-21,2.6293140653709307e-21,3.602398195954275e-21,8.43847078486018e-22,4.220931710570751e-21
9.42860757308102e-21,7.19964435558275e-22,5.2537376943632395e-22,5.7037381440670375e-21,1.166772703422353e-21,3.8049746646319355e-21
2.1883093591660325e-21,4.170496003953798e-22,3.662506412475671e-21,3.168980788062228e-21,8.283598812470742e-22,2.2708544487205916e-21
1.1846178414059803e-21,1.0083321491385807e-21,1.002283674195062e-21,2.168802670079287e-21,1.532980872866239e-22,8.729832969817364e-22
1.1000043536611105e-21,9.104043506111027e-24,1.9061422148978225e-21,4.748654807301872e-22,7.305754687013678e-22,1.8100092370855524e-21
4.421315118695483e-21,3.5470521796215394e-22,4.003105158683363e-21,4.7162275487515685e-21,3.738462830117254e-21,3.2381398215896905e-22
5.224041688679399e-21,4.8187756213115185e-22,5.54753109087878e-22,2.237855317745066e-21,5.0792158165442155e-22,3.514263012197347e-21
3.599122692517887e-21,1.79581497254008e-21,2.6208559277834282e-21,5.503321481722656e-21,2.038160218374605e-21,4.747454501117665e-22
7.412595831433785e-21,9.164555464671971e-22,1.5058099975132416e-22,4.546085641562656e-21,3.316869848551977e-21,6.180686348750635e-22
1.0652324523406246e-20,9.762312819351941e-21,1.318544645708547e-21,1.8567044723181127e-20,2.257251333026717e-21,9.088593656235847e-22
3.858214766832861e-21,1.3117538900757957e-20,1.0466472969412045e-21,7.23447551572424e-21,9.324996199727503e-21,1.4619192120968468e-21
4.020314670638445e-21,2.0982046698264633e-21,2.298416876388251e-21,8.092847466619839e-21,9.321393917235859e-24,3.1478794021034396e-22
2.4813472024389963e-21,2.3245428479034885e-21,1.6629387470258107e-20,7.807875407858638e-21,1.3652087148990038e-21,1.2262077101261572e-20
1.0026627042940312e-20,1.4512252759231517e-21,2.225255062870566e-21,7.326572982626911e-21,4.9520439792261455e-21,1.4237828976133883e-21
1.435908893003841e-21,9.04012698892634e-22,8.487561723932635e-22,2.1553877617236146e-21,8.31969827887942e-22,2.003922407361538e-22
2.0901848861696704e-21,5.625293966994065e-22,3.5340263321879755e-21,4.216877626266878e-21,6.284522687876258e-22,1.3398777443092415e-21
1.664105503231613e-21,1.2962747158341458e-21,1.216259721852751e-22,2.324592127668996e-21,4.85080774913981e-22,2.7206545992463044e-22
6.058266603665214e-22,1.2179361102736107e-22,1.696115282691422e-21,6.392803854214882e-22,1.5687022280410713e-21,2.1543766340247784e-22
1.2795053696701384e-21,1.3996071465761462e-21,5.326108870492014e-22,2.7851612112263474e-21,3.116631663046961e-22,1.1547247281051917e-22
1.4387104004646635e-20,4.079590189389037e-22,5.7503150823784985e-21,1.5731930975143855e-20,4.5524397125207695e-21,2.6052410038850563e-22
1.308300899139031e-21,1.6884283465298393e-21,1.6204635551332208e-22,5.211083104921183e-22,6.034977894456362e-22,2.033431914902037e-21
4.4506920745302134e-21,2.4885659256847138e-21,1.0068084273239623e-21,7.354481361337493e-21,5.899506907531973e-22,2.0574224562114046e-24
3.490734698586376e-21,4.3837279282680556e-21,1.990443089920477e-21,2.4526381716207184e-21,2.8055965121086396e-21,4.608149776853783e-21
2.591650316504942e-21,3.2340010093964405e-21,1.4199973722400206e-21,3.544637160513874e-21,1.0315759563607686e-21,2.6700920008072678e-21
1.2240805658408213e-20,1.4184776699435595e-21,1.8851741303072355e-21,8.791004254715673e-21,7.142391261120888e-22,6.037863804309653e-21
2.8794977847788415e-21,3.6778292459743555e-21,1.8070725285951253e-21,5.8769981957721405e-21,1.0268453976982346e-21,1.4603360544221109e-21
4.123069912275752e-21,5.956802259694543e-21,1.1721865074369491e-21,2.0158819098880093e-21,8.211773525267212e-21,1.0234825344852958e-21
2.6193037598332315e-21,7.232367921298799e-23,6.605150977942918e-22,2.2385952289396042e-21,8.034059473591516e-22,3.098728515886868e-22
1.3896099384132156e-21,1.4044837682429317e-20,6.509443211617307e-22,3.593527878834942e-21,7.763772752497753e-21,4.72843035806619e-21
2.3582594352998164e-21,1.9043080340270003e-21,2.8146819316184737e-22,3.5274984342863705e-21,9.477171629187583e-22,6.760648665907749e-23
5.433460029047436e-21,4.623061263532805e-21,3.866956196941425e-21,7.997423687053712e-21,5.314764684175431e-21,6.12016109384624e-22
5.8359351593089355e-21,1.2143890940482095e-21,1.348777098442719e-20,1.1891901527618694e-20,1.5351423221747257e-21,7.111218776864509e-21
1.032393956676369e-20,1.9233010651903287e-21,5.200342419496875e-23,4.4068489180885024e-21,3.635221090093971e-21,4.2557702051487724e-21
2.7533552111248344e-21,1.8532448033489245e-21,1.922274135710952e-22,2.1761866002902486e-21,8.041108543496606e-22,1.8171736654893836e-21
2.0108281164143305e-21,1.4381539518053044e-21,2.9422600458265257e-21,3.3666681280094238e-21,2.989928654546499e-21,3.412176916008045e-23
3.883778505052245e-21,3.9781107504008415e-23,9.257714255703881e-21,8.468104624793292e-21,1.4377794273910917e-21,3.275792555698211e-21
3.1418960491287433e-21,3.198423582622345e-21,5.03008337285694e-22,5.886415761623562e-21,1.490072829838083e-22,8.067770348901877e-22
1.4126426824161253e-20,1.5629358905593834e-21,1.3494631942522066e-21,7.642088872324027e-21,8.41521211928188e-22,8.555336777757995e-21
1.2362586101236034e-21,5.4855589866946556e-21,1.081468303244082e-21,2.7161285944925408e-21,3.55576755289362e-21,1.5288709336094802e-21
3.823039450726324e-21,3.429436230710661e-21,1.0412123721775456e-20,1.1048776609907323e-20,1.365502281895133e-21,5.251097454334339e-21
2.985782011169655e-21,6.418242556452861e-21,2.6646637981983385e-21,5.2372681838711816e-21,1.7387105369986204e-21,5.093545027273311e-21
2.4978096019819802e-21,4.584965930947932e-22,8.159138771363861e-22,2.884675271335482e-21,8.306717545215885e-22,5.588533296758729e-23
1.7353828798526132e-21,5.885077653795117e-23,2.6388373839586283e-21,3.1582040577916977e-21,5.14843019047584e-22,7.611539604104203e-22
1.78943714953268e-21,1.1854306600606016e-20,1.0139282324322526e-20,6.502152047537291e-21,6.074673427337549e-21,1.1206269705346244e-20
1.0291931591095502e-20,5.041587084956999e-21,3.0519313191551662e-21,1.7075289391567058e-20,2.10257999368304e-23,1.2894113598014775e-21
1.565849586974695e-21,1.2300851831659465e-21,6.436362239083249e-21,2.4893926637066873e-21,4.0149018642743714e-21,2.729380955159096e-21
1.401992670479159e-20,6.444996543977512e-21,4.852653894933222e-21,6.592806795805924e-21,1.5161249381593266e-20,3.562773817589909e-21
1.648295158656156e-20,6.688317761892108e-21,5.496728506628759e-21,1.2814538676994999e-20,1.3373982695846556e-20,2.479705003368316e-21
3.11888242462625e-21,3.0073579197781428e-21,2.4696213487105606e-23,2.0497345420358456e-21,2.207574415560632e-21,1.894728515839959e-21
9.671915691185388e-21,6.780969090370097e-21,6.3426040108265405e-22,7.218579821339065e-21,3.6929354738351515e-21,6.174820064947554e-21
3.826751165880775e-21,4.973488660650804e-22,1.0190756288865861e-20,8.010859334293248e-21,9.607396281125859e-23,6.4068885957048726e-21
5.348003362612775e-21,3.896670686478356e-21,4.2454982875645596e-21,4.415379600257149e-21,7.570723291507952e-21,1.5051587575983223e-21
5.863897433756318e-21,8.13426082373655e-21,8.299833112272426e-21,5.6384646090535985e-21,1.3983421125359833e-20,2.67504247856193e-21
6.374963529105007e-21,1.3810922590822104e-21,4.452875394928993e-21,6.83654318726026e-21,5.130836461757123e-21,2.4101971923720377e-22
5.4452725080754865e-21,7.256641751092052e-21,1.7433616192481255e-21,7.030635272100449e-21,3.3393732210830437e-21,4.074664365006388e-21
6.7573688887492615e-21,1.2153880465326422e-20,9.543461356184273e-21,9.128137758114474e-21,1.5521128418327894e-20,3.805889490570429e-21
5.754138484106999e-21,5.960249556925537e-21,5.013126009914598e-22,9.151841092484423e-21,2.200987342586215e-21,8.630260812812093e-22
3.581389408749017e-21,4.5136314670878505e-21,1.4375336047028172e-21,3.75707103817753e-21,1.998602982982043e-21,3.775105848249642e-21
4.957429868196887e-21,4.479221033033815e-22,9.604411560086328e-22,3.894479036835888e-21,2.0494334043141013e-21,4.2189609587498663e-22
1.0657354866093977e-21,8.435476808044425e-22,3.965160559653769e-21,2.438547113927516e-21,2.027877860652894e-21,1.4070071040204333e-21
